"s","o"
"http://dbpedia.org/resource/Ilijan_Combined-Cycle_Power_Plant","Ilijan Combined-Cycle Power Plant is a dual-fuel power station in Ilijan, Batangas City. It is primarily a natural gas plant and uses distillate oil as a secondary back-up fuel source. With the nameplate capacity of 1200 MW, it is the largest natural gas facility in the Philippines. The plant is designed to draw natural gas from the Malampaya gas field.The plant is the first power facility in the country to use the 500 kV switchyard system and reverse osmosis system. The Ilijan plant's construction began in March 1999 and was commissioned in June 2000."
"http://dbpedia.org/resource/Innopolis","Innopolis (Russian: Иннополис; Tatar: Cyrillic Иннополис, Latin Innopolis) is a town in Verkhneuslonsky District of the Republic of Tatarstan, Russia, a satellite of Kazan, the capital of the republic."
"http://dbpedia.org/resource/Ixil_Municipality","Ixil Municipality (In the Yucatec Maya Language: “place of bristles”) is one of the 106 municipalities in the Mexican state of Yucatán containing  (134.13 km2) of land and located roughly 25 km north of the city of Mérida."
"http://dbpedia.org/resource/Izamal_Municipality","Izamal Municipality (In the Yucatec Maya Language: “dew of heaven”) is one of the 106 municipalities in the Mexican state of Yucatán containing  (275.92 km2) of land and located roughly 67 km east of the city of Mérida."
"http://dbpedia.org/resource/Janovice_v_Podještědí","Janovice v Podještědí is a village and municipality (obec) in Liberec District in the Liberec Region of the Czech Republic."
"http://dbpedia.org/resource/Jhamarwada","Jhamarwada is a village in Dausa district of Rajasthan, India.It is 55 km from the state capital Jaipur and 240 km from Delhi. The principal occupation of most of its residents is farming. In April 2015, Jhamarwada reached infamy due to the unfortunate death of a well off  resident farmer Gajender Singh Rathore, during a political rally in Delhi.  The resultant national furore on the media brought attention to the larger issue of farmer suicides during the last decade in India due to the agrarian crisis caused because of seed monopolies by companies like Monsanto and the apathy of the central and state governments to this issue."
"http://dbpedia.org/resource/Jillyang","Jillyang is a town, or eup in Gyeongsan, North Gyeongsang Province, South Korea. The township Jillyang-myeon was upgraded to the town Jillyang-eup in 1997. Jillyang Town Office is located in Sinsang-ri, which is crowded with people."
"http://dbpedia.org/resource/Kalyves_Polygyrou","Kalyves Polygyrou or Kalives, (Greek: Καλύβες, [kaˈlives]), old name Mecyberna, is a village in Chalkidiki peninsula in Central Macedonia of Northern Greece.There is a kindergarten and primary school to accommodate pupils of both Kalyves and the nearby village of Yerakini. Patron Saint of the village is St. Modestus."
"http://dbpedia.org/resource/Kampala_Hospital","Kampala Hospital is a private healthcare facility in Uganda. It is a specialists' hospital and diagnostic centre. Kampala Hospital was the first hospital in Uganda to install a Magnetic Resonance Imaging (MRI) machine and a CT Scanner. For almost five years it was the only hospital in the country, providing these services."
"http://dbpedia.org/resource/Kampong_Kapor_Methodist_Church","Kampong Kapor Methodist Church is a Methodist church in Singapore. Formed in 1894, it was one of the first Peranakan churches and the fourth Methodist church in Singapore. In its early years, the church catered only to Peranakan or Straits Chinese, with services conducted in Peranakan or Baba Malay in a Gothic-style building located at Middle Road. In 1930, the church moved to its current building at Kampong Kapor, where it now offers services to all ethnic groups. The church features a pipe organ, one of only ten in Singapore. The church building at Kampong Kapor was given conservation status in 1989 and the earlier building at Middle Road was awarded historic site status in 2000."
"http://dbpedia.org/resource/Kantunil_Municipality","Kantunil Municipality (In the Yucatec Maya Language: “place of yellow or precious stone”) is one of the 106 municipalities in the Mexican state of Yucatán containing  (153.29 km2) of land and located roughly 65 km southeast of the city of Mérida."
"http://dbpedia.org/resource/Karivedu","Karivedu is famed village is located in Vellore district, Tamil Nadu.The initial present in the name of the village literally signifies the town Kalavai which is present nearby to the village. To discriminate karivedu from Vellore district the name is usedby karivelangadu.Karivedu is situated in between Arcot and Kalavai road.It is 15 km from Arcot and 8 km from Kalavai.It belongs to Arcot municipality and taluk.The postal pincode is 632506.The seasonal river Palar flows on the north side of the village."
"http://dbpedia.org/resource/Kasperivtsi","Kasperivtsi (Ukrainian: Касперівці, Polish: Kasperowce) is a village located on the Seret River in the southern part of the Ternopil Oblast (province), in western Ukraine. Kasperivtsi is the administrative center of the village council, which also includes the village Lysychnyky.In 2015, its estimated population was around 1100."
"http://dbpedia.org/resource/Katarina_Jee","The Katarina Jee Mobile Library (in Estonian: Raamatukogubuss Katarina Jee)  is a Tallinn Central Library bus or Bookmobile operating in Tallinn, Estonia, the first and currently only Bookmobile operating in Estonia. The bus name Katarina Jee refers to a character from the Estonian author August Gailit's novel Toomas NipernaadiThe library is a modified Volvo bus, customized in Finland by Kiitokori OY, which have been building such vehicles since 1965. The bus interior and exterior design is by the Tallinn Central Library artist Kertu Sillaste.Katarina Jee Mobile Library operates from Monday to Thursday in Lasnamäe, Haabersti, Nõmme and Pirita at 26 half an hour scheduled stops. On Fridays the bus visits schools, kindergartens, youth and daycare centers and other public events.The Katarina Jee Mobile Library carries 8,000 items that can be found on the online catalogue ESTER, there is a selection of books and magazines in Estonian, Russian, English and audio books in Estonian.A valid Tallinn Central Library Card is required to borrow any materials from the bus, materials may be returned to the departments or to any branch of Tallinn Central Library."
"http://dbpedia.org/resource/Keitum","Keitum (Danish: Kejtum, Frisian: Kairem) is a village on the North Sea island of Sylt in the district of Nordfriesland in Schleswig-Holstein, Germany. Today, it is an Ortsteil of the Gemeinde Sylt."
"http://dbpedia.org/resource/Kodambakkam","Kodambakkam is a residential neighbourhood in the city of Chennai in Tamil Nadu, India. It is famed as the centre of the Tamil film industry, known as Kollywood. The neighbourhood is served by Kodambakkam railway station of the Chennai Suburban Railway Network."
"http://dbpedia.org/resource/Konopnytsia","Konopnytsia (old Name – Sopilka (Fuyarivka), Ukrainian: Коно́пниця, Сопілка (Фуярівка)) – is a village (selo) in Pustomyty Raion, Lviv Oblast of Western Ukraine.Local government is administered by Konopnytska village council."
"http://dbpedia.org/resource/Kosamkheda","KOSAMKHEDA (कोसमखेड़ा)This is a very popular around 300km because in the village have good farmer and some special activities by the village. KOSAMKHEDA is part of Kareli Tehsil in Narsinghpur District of Madhya Pradesh State, India. It belongs to Jabalpur Division.  The most popular word in village is ""Kay re & Hao"".  The word is misused 60% of the time. It should be used when greeting a person one has not seen in a long time.Kosamkheda is situated near 10km of Satpura dense mountain. This village is located 22.866053 North and 79.152031 East. Kosamkheda is located in the UTC 5.30 time zone. Kosamkheda sun rise time varies 13 minutes from IST.Kosamkheda is a farming based village. Almost all the people who live there do farming for a living. Most villager’s main business are product of raw food, vegetables, fruits, oil-seed, and milk products (milk, khowa, butter and buttermilk.)Kosamkheda is one of Gram Panchayat in Narsinghpur District, in this 4 Villages are comes  Kosamkheda  Jallapur  KarahiyaKheda  Bichua(Khurd & Kala)"
"http://dbpedia.org/resource/Krasnenkaya_Rechka_Municipal_Okrug","Krasnenkaya Rechka Municipal Okrug (Russian: муниципа́льный о́круг Кра́сненькая Ре́чка) is a municipal okrug in Kirovsky District, one of the eighty-one low-level municipal divisions  of the federal city of St. Petersburg, Russia. As of the 2010 Census, its population was 40,544, up from 37,891 recorded during the 2002 Census.It was formerly known as Municipal Okrug 30 (муниципальный округ №30)."
"http://dbpedia.org/resource/Kumanovo_Library","Kumanovo library (Macedonian: Библиотека Куманово) is a public library in Kumanovo, Macedonia."
"http://dbpedia.org/resource/Kumudabali","Kumudabali is a small village of Rayagada district in the state of Odisha, India. The Temple of Balunkeswar Shiva on the banks of Vamsadhara River near the village is a scenic spot."
"http://dbpedia.org/resource/Kusnyshcha","Kusnyshcha (Ukrainian: Кусни́ща, Polish: Kuśniszcze) is a village in the Liuboml Raion (district) in Volyn Oblast  (province of Western Ukraine).The population of the village is just about 1800 people and covers an area of 4,19 km2 Local government is administered by Kusnyshchanska village council.Kusnyshcha located in the Liuboml Raion  along the Highway T0308 Ukraine – Liuboml – Shatsk – Brest. It is situated in the 130 kilometres (81 mi) from the regional center Lutsk, 9 kilometres (5.6 mi) from the district center Liuboml and 125 kilometres (78 mi) from Brest.The first mention of Kusnyshcha in written sources belong to 1564. But according to others sources, the settlement was founded back in 1510."
"http://dbpedia.org/resource/Kłokocin","Kłokocin (German: Klokotschin) is a district of Rybnik, Silesian Voivodeship, southern Poland. In the late 2013 it had about 2,550 inhabitants."
"http://dbpedia.org/resource/Lavochne","Lavochne (Ukrainian: Ла́вочне, Polish: Ławoczne) is a village (selo) in Skole Raion,  Lviv Oblast (province) of  Western Ukraine (until 1959 belonged to Drohobych Oblast). The village has 1198 inhabitants and local government is administered by Lavochnenska village council."
"http://dbpedia.org/resource/Liebertwolkwitz","Liebertwolkwitz is a district of Leipzig on the city's south side. It contains the Galgenberg, the highest elevation in the Leipzig area. It was established in or before 1040.Before the local government boundary reform in 1999, it was an administratively independent municipality."
"http://dbpedia.org/resource/Liebfrauenkapelle_(Rapperswil)","Liebfrauenkapelle (St. Mary Chapel) is a chapel in Rapperswil, Canton of St. Gallen, Switzerland, which dates back to the ossuary that was built by the House of Rapperswil around 1253 AD."
