"s","o"
"http://dbpedia.org/resource/Amir_Nojan","Amir Nojan (Persian: امیر نوژَن; born 1980 in Shiraz, Iran) is a Persian traditional musician renowned for his skills in playing Setar as well as his knowledge of Persian traditional/classical repertoire known as Radif. He started studying the traditional Persian music at the age of twelve with various masters. Some of his eminent teachers were Ustad Dariush Talai, Ustad Jalal Zolfonoon and Ustad MohammadReza Lotfi.He established and has been directing Nava Ensemble since 1998 in Iran. Nojan has led concerts widely in Iran, Europe and the U.S. as composer, soloist, improviser and ensemble player.Nojan has collaborated with great masters Alim Qasimovand Shahram Nazeri at Stanford University, where at an earlier time, in December 2011; he gave a lecture on “The History of Setar and its Significant Role in Iranian Classical Music”.In July 2012, Nojan founded the first professional center in the Persian music and arts named Shiraz Arts Academy in the northern California (San Jose). Shiraz Arts Academy is an educational institution specialized in the study and training of music and arts, it is where the talented students work with the distinguished instructors who are leading performers and music educators."
"http://dbpedia.org/resource/Amos_Yee","Amos Yee Pang Sang (Chinese: 余澎杉; pinyin: Yú Péngshān; Wade–Giles: Yü2 P'eng2 Shan1, born 31 October 1998) is a Singaporean YouTube personality, blogger and former child actor.In late March 2015, shortly after the death of Lee Kuan Yew, former Prime Minister of Singapore, and later Senior Minister and Minister Mentor, Yee uploaded a video to YouTube criticising Lee. In the video Yee compared Lee to Jesus, and cast both in an unfavorable light. Yee also uploaded to his blog an image depicting Lee and Margaret Thatcher engaged in anal sex. Yee was arrested and charged with ""intention of wounding the religious feelings of Christians"", obscenity, and ""threatening, abusive or insulting communication."" The first two charges fall under the Singapore Penal Code. The third charge, later stood down, was a response to the video's criticism of Lee and falls under the Protection from Harassment Act.Yee's trial, which took place on 7 to 8 May 2015, attracted much public interest. The court found Yee guilty on 12 May 2015, and sentenced him to four weeks in jail. Sentencing was backdated to include 53 days served in remand, and so Yee was freed immediately following the trial. Yee filed an appeal against both the court conviction and sentence on 9 July 2015.Yee's imprisonment drew criticism from humans rights organizations, including Amnesty International, which considered Yee to be a prisoner of conscience."
"http://dbpedia.org/resource/Ananda_Shankar_Jayant","Ananda Shankar Jayant (born 27 September 1961) is one of the renowned Bharata Natyam and Kuchipudi dancers of India. She was honoured with Padma Shri Award, the fourth highest civilian award from the Government of India in the year 2007."
"http://dbpedia.org/resource/Anar_Alizade","Anar Alizade - Azerbaijani businessman, the owner and the CEO of ""Union Grand Energy"", the founder of ""Baku Business Factory"", the founder and former president of ""SOCAR Trading SA"" (other founders: SOCAR and Valery Golovushkin)."
"http://dbpedia.org/resource/Anastasia_Lin","Anastasia Lin (Chinese: 林耶凡; pinyin: Lín Yēfán; born January 1, 1990) is a Chinese-Canadian actress, model, beauty pageant titleholder, and human rights advocate. Lin won the Miss World Canada title in 2015 and will represent Canada at Miss World 2015 pageant to be held in China.She is a graduate of University of Toronto (with Bachelor of Arts in theater and minor in history and political science). She has built a career acting in films that deal with human rights issues in her native China."
"http://dbpedia.org/resource/Andranik_Avetisyan","Andranik Avetisyan (born 28 December 1968, Gyumri The Republic of Armenia) is an Armenianartist,   businessman and a collector of art works. The main subjects of his works are life, human relations, space, and beginning.In 2012 I noticed the spider web in the corner of the window in my studio. Then a great idea came to my mind to create a picture of a spider web . And I began to study the life of the spiders and the structure of their web. After that I began to breed the spiders and to use their webs in order to create the picturesAndranik's works are made of real web which brought the artist the fame quickly in the world .He is a founder of these real web pictures.Andranik Avetisian (Ado) says: “Spider web, in nature is a picture of energy making a connection among all the objects in the world.""."
"http://dbpedia.org/resource/Andre_Wlodarczyk","André (Alexandre) Wlodarczyk, also Andrzej (Aleksander) Włodarczyk (born November 25, 1944 in Poland) is a Polish-French japanologist and linguist (Natural Language Processing)."
"http://dbpedia.org/resource/Andrea_Heuser","Andrea Heuser (born October 5, 1972 in Cologne) is a German writer, poet, translator and literary scholar."
"http://dbpedia.org/resource/Andrea_Jenkyns","Andrea Marie Jenkyns (born 1974) is a British Conservative politician. She has been the Member of Parliament for Morley and Outwood since May 2015 after narrowly beating shadow chancellor Ed Balls."
"http://dbpedia.org/resource/Andrea_Tidona","Andrea Tidona  (born 30 November 1951) is an Italian actor and voice actor."
"http://dbpedia.org/resource/Andreas_Larsson_(sommelier)","Andreas Larsson (born on March 18, 1972) in Stockholm is a Swedish sommelier. In 2007 he was elected World's Best Sommelier."
"http://dbpedia.org/resource/Andreas_Loven","Andreas Loven (born 28 October 1981 in Tromsø, Norway) is a Norwegian jazz pianist."
"http://dbpedia.org/resource/Andreas_Lønmo_Knudsrød","Andreas Lønmo Knudsrød (born 1 January 1982 in Revetal, Norway) is a Norwegian drummer living in Oslo."
"http://dbpedia.org/resource/Andreas_Stensland_Løwe","Andreas Stensland Løwe (born 14 October 1983 in Larvik, Norway) is a Norwegian jazz pianist from Hedrum, living in Oslo, with a taste for electronic sound processing. He is known from bands like Splashgirl, Silent Velcro and The Captain & Me, and collaborations with artists like Hanne Kolstø, Frida Ånnevik and Susanna Wallumrød."
"http://dbpedia.org/resource/Andres_Alcantara","Andrés Fernández Alcántara (born November 22, 1960) is a Spanish sculptor, engraver and painter. He lives and works in Alcala de Henares, Spain."
"http://dbpedia.org/resource/Andrew_D’Souza","Andrew D’Souza (born July 1, 1994) is a male Canadian  badminton player from Ottawa, Ontario. He has been a top ranked men's individual  on the continent and a contender in major international competitions such as the 2012 BWF World Junior Championships, the 2014 Commonwealth Games and 2015 Pan American Games. He is a National individual champion in 2015."
"http://dbpedia.org/resource/Andrew_Robl","Andrew Robl (born September 27, 1986) also known by his alias good2cu, is an American professional poker player from Okemos, Michigan who specializes in live and online high stakes cash games. Robl admits going broke several times before finding success. At the age of 21, he moved to Las Vegas to pursue a profession in poker.Robl and Phil Ivey helped post a $2,500,000 bail for high stakes players Wei Seng “Paul” Phua, and his 22-year-old son Wai Kit ""Darren"" Phua.Robl focuses on cash games, but has had success in live high roller tournaments. In 2013, he won the Aussie Millions $100,000 Challenge for $1,055,699. As of 2015, his total live tournament winnings exceed $4,300,000."
"http://dbpedia.org/resource/Andrew_Sampson","Andrew Lee Sampson (born April 19, 1995) is an American software engineer, Open Source contributor and IT entrepreneur from Atlanta, Georgia. He is the founder of CodeHere, an open source coding and training program launched in 2014 and co-founder of Aurous, an online music streaming service. Prior to founding CodeHere, Sampson was best known as the creator of Netflix Routlette, a tool designed to help streamline Netflix viewing and selection, as well as Borderless Gaming, an app which allowed users to enjoy windowed video games more effectively on their computers."
"http://dbpedia.org/resource/Andriy_Lyubka","Andriy Lyubka (Ukrainian: Андрій Степанович Любка) (born 3 Deсember 1987)  is a contemporary Ukrainian poet, writer and essayist."
"http://dbpedia.org/resource/Andy_McMillan_(designer)","Andy McMillan is a Northern Irish designer, publisher, and event organizer currently residing in Portland, Oregon. He publishes The Manual, a design journal, and organizes the XOXO Festival, an art and technology festival in Portland. Previously, he organized Build, a design conference in Belfast, from 2009 until its final year in 2013."
"http://dbpedia.org/resource/Andy_Richards","Andy Richards (born 26 October 1952) is a British–Australian pianist, keyboardist, music producer and composer.The artists he has played with include Frankie Goes to Hollywood, George Michael, Propaganda, Grace Jones, Rush, Annie Lennox, Gary Moore, Pet Shop Boys, Godley & Creme, Dusty Springfield, Petula Clark, Strawbs, OMD, Malcolm McLaren, Nik Kershaw, T'Pau, Maddy Prior and Denny Laine.Richards has performed and programmed keyboards on 8 UK No. 1 singles, namely: Relax (1984) and Two Tribes (1984) by Frankie Goes To Hollywood, Careless Whisper (1984) by George Michael, The Lady in Red (1986) by Chris de Burgh, It's a Sin (1987), Always on My Mind (1987) and Heart (1988) by Pet Shop Boys and Spaceman (1996) by Babylon Zoo.The movies Richards has worked on include Bridget Jones's Diary (2001), Touching the Void (2003), The Last King of Scotland (2006), Slumdog Millionaire (2009), which gained 2 Oscars for the music, and 127 Hours (2010).On Tim Burton's Sweeney Todd: The Demon Barber of Fleet Street (2007) and Frankenweenie (2012), Richards played the classical organ in the chapel of his alma mater, Rugby School."
